Customer_Birthyear,Customer_Gender,Customer_credit_rating,Customer_flag_change_of_authentication_1,Customer_flag_change_of_authentication_2,Customer_flag_change_of_authentication_3,Customer_flag_change_of_authentication_4,Customer_rooting_jailbreak_indicator,Customer_mobile_roaming_indicator,Customer_VPN_Indicator,Customer_loan_type,Customer_flag_terminal_malicious_behavior_1,Customer_flag_terminal_malicious_behavior_2,Customer_flag_terminal_malicious_behavior_3,Customer_flag_terminal_malicious_behavior_4,Customer_flag_terminal_malicious_behavior_5,Customer_flag_terminal_malicious_behavior_6,Customer_inquery_atm_limit,Customer_increase_atm_limit,Account_account_type,Account_initial_balance,Account_balance,Account_indicator_release_limit_excess,Account_amount_daily_limit,Account_indicator_Openbanking,Account_remaining_amount_daily_limit_exceeded,Account_release_suspention,Account_one_month_max_amount,Account_one_month_std_dev,Account_dawn_one_month_max_amount,Account_dawn_one_month_std_dev,Transaction_Amount,Channel,Operating_System,Error_Code,Transaction_Failure_Status,Type_General_Automatic,Access_Medium,Transaction_num_connection_failure,Another_Person_Account,Distance,Time_difference,Unused_terminal_status,Flag_deposit_more_than_tenMillion,Unused_account_status,Recipient_account_suspend_status,Number_of_transaction_with_the_account,Transaction_history_with_the_account,First_time_iOS_by_vulnerable_user,Fraud_Type
1982.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,11802232.0,8486026.0,0.0,1998873.0,1.0,1991358.0,1.0,11112449.0,5491733.0,11900923.0,7086010.0,-10128042.0,Others,Windows,a,0.0,general,b,0.0,1.0,196.61177493422704,0 days 19:55:13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1967.0,female,C,1.0,0.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,a,11844401.0,5579191.0,1.0,50000000.0,1.0,1969048.0,1.0,45408929.0,26281920.0,27445.0,0.0,-7737087.0,internet,Others,a,0.0,general,b,0.0,1.0,218.1764631841742,0 days 02:39:52,1.0,1.0,0.0,1.0,1.0,1.0,0.0,g
1994.0,male,A,1.0,1.0,1.0,1.0,1.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,8704640.0,6981412.0,0.0,1998428.0,1.0,1661433.0,1.0,91220143.0,30860692.0,93754.0,868080.0,-67974872.0,ATM,Others,a,0.0,general,a,1.0,1.0,192.3949714954238,4 days 18:52:24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1963.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,11218807.0,8468139.0,0.0,1993794.0,1.0,2018859.0,1.0,93088670.0,37631781.0,79487059.0,36890018.0,-30335898.0,ATM,Windows,a,0.0,general,a,2.0,1.0,159.3376156453634,0 days 01:57:10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1993.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,3482934.0,720875.0,0.0,2016656.0,1.0,40241403.0,1.0,20601323.0,8469496.0,2612034.0,1090349.0,-5815001.0,internet,Others,a,0.0,general,c,0.0,1.0,162.74346809296924,0 days 01:49:17,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1961.0,female,A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,9531105.0,7871427.0,0.0,2021666.0,1.0,1887506.0,1.0,36401835.0,12339811.0,0.0,26629.0,-19201269.0,ATM,Others,a,0.0,general,b,0.0,1.0,131.17574209365412,0 days 02:10:52,1.0,1.0,0.0,1.0,1.0,1.0,0.0,g
1980.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,16834991.0,10820329.0,0.0,1994420.0,1.0,2012191.0,1.0,127255337.0,43218433.0,43621608.0,20229313.0,-11379591.0,Others,Windows,a,0.0,general,a,0.0,1.0,159.82760518579818,0 days 01:08:24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
2003.0,male,B,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,7786117.0,7640916.0,0.0,1979345.0,1.0,2013363.0,1.0,143499026.0,46154286.0,143179869.0,79169716.0,-12901266.0,internet,Others,a,0.0,general,a,0.0,1.0,46.45788196580378,1 days 00:29:04,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1990.0,male,B,1.0,1.0,1.0,0.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,26148167.0,8730529.0,1.0,50000000.0,1.0,1941241.0,1.0,11414026.0,3168725.0,15587457.0,8148196.0,-6359937.0,ATM,Windows,a,0.0,general,d,1.0,1.0,210.606476879185,0 days 04:03:24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1980.0,male,A,0.0,1.0,1.0,1.0,0.0,0.0,1.0,b,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,d,8752533.0,8450720.0,1.0,50000000.0,1.0,1727149.0,1.0,2505906.0,2743759.0,0.0,89733.0,-8383486.0,mobile,Android,a,0.0,general,b,0.0,1.0,152.68366921137633,0 days 02:33:46,1.0,1.0,0.0,0.0,1.0,2.0,0.0,g
2000.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,78542205.0,1748679.0,1.0,50000000.0,1.0,47740890.0,1.0,662574.0,162545.0,79704.0,413132.0,-1401326.0,Others,Linux,a,0.0,general,b,2.0,1.0,211.43598835287366,0 days 02:06:20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1983.0,male,C,1.0,1.0,0.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,32978226.0,2425336.0,0.0,1000000.0,1.0,936577.0,1.0,12886354.0,6595658.0,11751.0,11534.0,-11530716.0,internet,macOS,a,0.0,general,a,0.0,1.0,256.8244501850549,5 days 03:51:01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1962.0,male,A,0.0,1.0,1.0,0.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,15396541.0,5188467.0,0.0,2007021.0,1.0,1953989.0,1.0,15355151.0,4706317.0,11552320.0,4771763.0,-15250276.0,ATM,Others,a,0.0,general,a,0.0,1.0,160.48495068898774,0 days 02:22:36,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1988.0,male,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,13674765.0,11027863.0,0.0,1000000.0,1.0,1022964.0,1.0,77120724.0,28436197.0,15862902.0,11255588.0,-21327806.0,ATM,macOS,a,0.0,general,b,2.0,1.0,222.86431933656294,0 days 02:01:02,0.0,1.0,0.0,1.0,1.0,1.0,0.0,g
1964.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,e,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,b,5244305.0,2298480.0,1.0,49981545.0,1.0,1864547.0,1.0,44083171.0,14581775.0,4918655.0,2483613.0,-22721012.0,ATM,Others,a,0.0,general,a,1.0,1.0,228.0742668413919,0 days 01:40:23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1976.0,male,B,0.0,1.0,1.0,1.0,0.0,0.0,1.0,e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a,3533384.0,3680134.0,0.0,1998163.0,1.0,2041530.0,1.0,77697683.0,40760759.0,13963624.0,11210463.0,-6902759.0,Others,Android,a,0.0,general,b,1.0,1.0,177.47259675914208,0 days 01:50:34,1.0,1.0,0.0,1.0,1.0,2.0,0.0,g
1981.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,16705424.0,5125496.0,0.0,1964206.0,1.0,41502555.0,1.0,16629305.0,7490139.0,6168016.0,3891416.0,-4198058.0,internet,Android,a,0.0,general,d,0.0,1.0,213.96055642730806,4 days 10:04:19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1980.0,male,D,1.0,1.0,1.0,1.0,0.0,0.0,1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,9003120.0,9534960.0,0.0,1003263.0,1.0,1007000.0,1.0,10311197.0,3929231.0,3223584.0,739853.0,-5385090.0,internet,Others,a,0.0,general,a,1.0,1.0,148.46294689957088,0 days 01:49:59,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1977.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,24301877.0,1484387.0,0.0,1998157.0,1.0,2034075.0,1.0,16379961.0,7235049.0,1215351.0,481313.0,-10676301.0,internet,Android,a,0.0,general,a,0.0,1.0,220.5093934140102,0 days 01:50:09,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1960.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,100692081.0,8297805.0,1.0,49990769.0,1.0,2038953.0,1.0,8888371.0,8057449.0,5660939.0,3612477.0,-4820746.0,ATM,Android,a,0.0,general,a,0.0,1.0,140.72271237360863,0 days 01:49:18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1963.0,male,D,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,13325863.0,11178082.0,0.0,1000000.0,1.0,980383.0,1.0,14606709.0,5993429.0,0.0,0.0,-7587067.0,mobile,iOS,a,0.0,general,b,0.0,1.0,316.00229843503104,0 days 01:43:41,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1982.0,female,C,0.0,1.0,0.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,b,11336634.0,7909858.0,0.0,1009648.0,1.0,982983.0,1.0,5805416.0,254084.0,21975.0,518.0,-12736201.0,ATM,Windows,a,0.0,general,a,0.0,1.0,296.78651185254245,0 days 02:05:22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1962.0,male,B,1.0,1.0,0.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,5252583.0,4039943.0,0.0,1983519.0,1.0,2004152.0,1.0,18327488.0,7264817.0,92111.0,0.0,-15765138.0,Others,Android,a,0.0,general,b,1.0,1.0,245.68708644592647,0 days 01:17:43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1982.0,male,B,1.0,1.0,0.0,1.0,0.0,0.0,0.0,a,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,b,8283437.0,7935474.0,0.0,1985312.0,1.0,2081901.0,1.0,86284651.0,36324355.0,10301299.0,4230030.0,-11945271.0,internet,Windows,a,0.0,general,a,0.0,1.0,225.88196457258684,0 days 01:05:28,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1993.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,a,7084332.0,6568120.0,0.0,1994893.0,1.0,2010477.0,1.0,9917236.0,5133073.0,15325.0,80577.0,-6566136.0,Others,Windows,a,0.0,general,a,0.0,1.0,129.06868514735814,1 days 07:41:16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1976.0,female,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,15749225.0,11099578.0,0.0,1000000.0,1.0,4189483.0,1.0,24036669.0,6481126.0,0.0,481483.0,-94088443.0,ATM,Others,a,0.0,general,a,0.0,1.0,170.0654167387633,0 days 01:34:31,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1971.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,13651194.0,9856105.0,0.0,2004366.0,0.0,1992922.0,1.0,138408924.0,28963939.0,18439583.0,9786390.0,-15744249.0,Others,Linux,a,0.0,general,b,0.0,1.0,193.35798053926743,0 days 02:18:24,1.0,1.0,0.0,0.0,1.0,1.0,0.0,g
1984.0,male,C,0.0,1.0,0.0,1.0,0.0,0.0,1.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,b,64372434.0,9935131.0,0.0,1001398.0,1.0,3861493.0,1.0,12564341.0,4273880.0,13972.0,466906.0,-11052880.0,Others,Others,a,0.0,general,b,0.0,1.0,223.66919057584022,4 days 14:42:30,1.0,1.0,0.0,1.0,0.0,1.0,0.0,g
1977.0,male,A,0.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,12369488.0,10615019.0,0.0,2004271.0,1.0,1917667.0,1.0,18559375.0,5543092.0,20395610.0,8294377.0,-12701497.0,internet,Android,a,0.0,general,a,0.0,1.0,149.9540742434752,0 days 02:03:39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1954.0,female,A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,6789994.0,6410126.0,1.0,49994039.0,1.0,2009107.0,1.0,14765679.0,7332443.0,40869.0,49629.0,-12881002.0,Others,Others,a,0.0,general,a,0.0,1.0,224.1472817269918,4 days 21:01:38,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
1994.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,a,4796534.0,4653734.0,1.0,50000000.0,1.0,1967274.0,1.0,75468821.0,26213746.0,81442.0,3021.0,-7833676.0,mobile,Android,a,0.0,general,b,1.0,1.0,196.34388842943466,0 days 01:36:43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,g
2000.0,female,A,0.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a,20603029.0,2492761.0,0.0,2006062.0,1.0,2015890.0,1.0,6233280.0,3570458.0,20011.0,6550.0,-4187043.0,Others,Others,a,0.0,general,a,0.0,1.0,148.50591246062456,4 days 17:27:39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1980.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,4191611.0,3503015.0,0.0,1983905.0,1.0,1662909.0,1.0,68000820.0,27191233.0,10232363.0,5811248.0,-7101684.0,ATM,Others,a,0.0,general,b,2.0,1.0,156.84215452591735,0 days 01:30:45,1.0,1.0,0.0,1.0,1.0,1.0,0.0,g
1962.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,16368268.0,7857726.0,0.0,1998793.0,1.0,2000927.0,1.0,18889939.0,8534828.0,0.0,852296.0,-63973984.0,Others,Windows,a,0.0,general,a,0.0,1.0,197.14140950733423,1 days 14:01:37,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1990.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,15170777.0,3086214.0,0.0,2001476.0,1.0,1980701.0,1.0,47530227.0,21418015.0,724025.0,573144.0,-2455302.0,ATM,Others,a,0.0,general,b,3.0,1.0,198.60679549372736,0 days 01:56:18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,g
1993.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,8454677.0,5610764.0,0.0,1839531.0,1.0,1975046.0,1.0,17308626.0,6984123.0,197472.0,48640.0,-6149200.0,Others,Windows,a,0.0,general,a,1.0,1.0,283.60908590470103,5 days 09:28:18,1.0,1.0,0.0,0.0,0.0,1.0,0.0,i
1967.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,10886827.0,9315777.0,1.0,4381232.0,1.0,2005993.0,0.0,55585135.0,15769359.0,122220.0,38121.0,-68191392.0,ATM,Windows,a,0.0,general,b,0.0,1.0,220.59682707697462,0 days 01:37:34,1.0,0.0,1.0,1.0,0.0,0.0,0.0,i
1988.0,female,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,2539833.0,5235869.0,0.0,1000000.0,1.0,1090376.0,0.0,49674806.0,14429985.0,7681860.0,1129526.0,-90134185.0,ATM,Windows,a,0.0,general,b,0.0,1.0,164.9267436368944,0 days 00:53:57,1.0,1.0,1.0,0.0,0.0,0.0,0.0,i
1973.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,1.0,c,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,b,7357250.0,4240393.0,0.0,1919022.0,1.0,1734343.0,1.0,19410730.0,8748278.0,172375.0,47329.0,-5151431.0,internet,Android,a,0.0,general,a,0.0,1.0,68.63035570152306,6 days 02:08:25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,i
1986.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,c,9013736.0,2273625.0,0.0,1996131.0,1.0,1979986.0,1.0,114915934.0,40205286.0,2269917.0,1372215.0,-43174311.0,mobile,Android,a,0.0,general,b,0.0,1.0,88.93503145866266,2 days 17:16:20,1.0,0.0,1.0,1.0,0.0,0.0,0.0,i
1989.0,male,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,8456809.0,8487773.0,0.0,1000000.0,1.0,10069277.0,1.0,44081776.0,13895279.0,1206402.0,820340.0,-103045069.0,ATM,Windows,a,0.0,general,b,0.0,1.0,173.77881781626175,0 days 01:36:22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,i
1977.0,female,B,1.0,1.0,1.0,1.0,1.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,6248914.0,4566477.0,0.0,1983128.0,1.0,2001163.0,0.0,69829953.0,19805328.0,9669022.0,1509338.0,-66154716.0,internet,Android,a,0.0,general,b,2.0,1.0,196.10291015836455,0 days 02:11:25,1.0,0.0,0.0,0.0,1.0,2.0,0.0,i
1972.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,d,9684435.0,6151014.0,0.0,1980080.0,1.0,1989446.0,1.0,132526978.0,46848226.0,5243784.0,2774221.0,-79781558.0,Others,Others,a,0.0,general,b,0.0,1.0,344.91214055719684,2 days 04:50:18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,i
1970.0,female,A,0.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,d,17351420.0,4924020.0,1.0,49964033.0,1.0,46639978.0,0.0,101919962.0,35179113.0,7734352.0,3155022.0,-94772843.0,mobile,Android,a,0.0,general,a,1.0,1.0,155.55164709409647,0 days 01:18:29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,i
1972.0,female,S,1.0,1.0,1.0,1.0,0.0,0.0,1.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,12662784.0,13358410.0,0.0,2005889.0,1.0,1919724.0,0.0,216944397.0,58020923.0,101343.0,65340.0,-1879833.0,mobile,Others,a,0.0,general,b,0.0,1.0,208.84161237639992,0 days 00:50:33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,i
1965.0,male,A,0.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,-26692439.0,2987403.0,1.0,11316084.0,1.0,2094022.0,1.0,168082246.0,47648803.0,7747905.0,3408530.0,-167991125.0,Others,Android,a,0.0,general,d,2.0,1.0,231.47907290536963,1 days 23:29:55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,i
1980.0,male,C,0.0,1.0,1.0,1.0,0.0,0.0,1.0,e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,12275026.0,3374342.0,1.0,10028418.0,1.0,954091.0,1.0,102325865.0,38992564.0,4907479.0,3198495.0,-102218384.0,internet,macOS,a,0.0,general,a,0.0,1.0,248.44882682122537,6 days 04:48:46,1.0,1.0,0.0,1.0,0.0,1.0,0.0,i
1964.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,c,12950327.0,11394121.0,0.0,2013516.0,1.0,1973121.0,1.0,99822829.0,32144239.0,3044085.0,1760240.0,-112254482.0,internet,iOS,a,0.0,general,e,0.0,1.0,157.07639431002602,0 days 01:36:11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,i
1970.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,b,12844854.0,8430826.0,0.0,1973079.0,1.0,1845005.0,0.0,105969153.0,32924568.0,60244.0,65051.0,-1257693.0,internet,Linux,a,0.0,general,b,0.0,1.0,276.70518689893,0 days 02:18:28,1.0,1.0,0.0,0.0,1.0,1.0,0.0,i
1988.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,13708523.0,13913636.0,0.0,2003484.0,1.0,1981156.0,0.0,141440004.0,40327434.0,394677.0,176658.0,-82228570.0,ATM,Windows,a,0.0,general,b,3.0,1.0,210.46504681045002,2 days 02:59:46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,i
2000.0,female,A,1.0,1.0,1.0,1.0,0.0,1.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,13533265.0,5280056.0,0.0,2002873.0,1.0,1970996.0,1.0,89983823.0,30021708.0,6498093.0,3750741.0,-84385857.0,Others,Windows,a,0.0,general,a,0.0,1.0,158.46453262969834,0 days 01:36:13,1.0,0.0,0.0,0.0,2.0,3.0,0.0,i
1976.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,10119921.0,10443045.0,0.0,2006333.0,1.0,1987307.0,0.0,138554186.0,43908756.0,16152916.0,7902072.0,-130810973.0,ATM,Windows,a,0.0,general,b,0.0,1.0,29.564817327276753,0 days 02:48:57,1.0,1.0,1.0,0.0,0.0,0.0,0.0,i
1994.0,female,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,15233580.0,11048684.0,0.0,2005402.0,1.0,1564477.0,0.0,13176775.0,4552688.0,134070.0,54352.0,-9610074.0,ATM,Windows,a,0.0,general,b,0.0,1.0,185.6423982096814,0 days 02:42:03,0.0,0.0,0.0,0.0,2.0,2.0,0.0,i
1963.0,male,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,4390309.0,4250598.0,0.0,1992423.0,1.0,1963442.0,0.0,113979551.0,34191830.0,12388621.0,5947277.0,-102015919.0,ATM,Others,a,0.0,general,b,2.0,1.0,84.93326723348586,0 days 01:24:33,1.0,1.0,0.0,0.0,1.0,1.0,0.0,i
1973.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,1.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,d,10454707.0,5545592.0,0.0,1994964.0,1.0,1918424.0,0.0,8143277.0,2118585.0,2320882.0,1512824.0,-90962014.0,ATM,Others,a,0.0,general,b,0.0,1.0,181.21741279798573,0 days 01:32:35,1.0,0.0,0.0,1.0,2.0,2.0,0.0,i
1975.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,d,7129487.0,5793817.0,0.0,2000251.0,1.0,2017192.0,0.0,117869779.0,35074393.0,7285911.0,3797253.0,-114148500.0,ATM,Others,a,0.0,general,b,2.0,1.0,286.0409525828337,1 days 09:21:31,0.0,1.0,0.0,1.0,1.0,1.0,0.0,i
1970.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,26281345.0,11501447.0,0.0,2006766.0,1.0,1964060.0,1.0,42670695.0,14035592.0,5561009.0,2791109.0,-82944073.0,ATM,Windows,a,0.0,general,e,0.0,1.0,149.3206285647519,0 days 01:29:50,1.0,1.0,0.0,0.0,1.0,0.0,0.0,i
1985.0,female,D,1.0,1.0,1.0,1.0,0.0,0.0,0.0,c,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,b,11140729.0,5556138.0,1.0,50000000.0,1.0,49383921.0,1.0,78806577.0,26064333.0,11119571.0,7209903.0,-80428748.0,internet,Others,a,0.0,general,b,2.0,1.0,81.48894264127622,2 days 07:30:32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,i
1988.0,female,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,b,4814796.0,6459533.0,1.0,50000000.0,1.0,49040093.0,1.0,140863646.0,47457564.0,1221104.0,757648.0,-109711582.0,ATM,Android,a,0.0,general,a,1.0,1.0,189.64664237179457,0 days 01:06:28,1.0,1.0,0.0,0.0,3.0,3.0,0.0,i
1986.0,female,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,c,3651268.0,5320350.0,0.0,1000000.0,1.0,1027322.0,1.0,79845120.0,28012741.0,985149.0,402204.0,-77765709.0,mobile,Android,a,0.0,general,b,2.0,1.0,186.76279066212567,2 days 04:59:21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,i
1971.0,male,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,d,-35958193.0,-16198739.0,1.0,49987078.0,1.0,6088517.0,0.0,118834069.0,38699276.0,14141181.0,7471416.0,-121290087.0,internet,iOS,a,0.0,general,a,1.0,1.0,210.0169645464551,5 days 05:06:14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,i
1988.0,male,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,e,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,c,17739850.0,8741410.0,0.0,1012734.0,1.0,1025794.0,0.0,88509226.0,31018950.0,7955592.0,854501.0,-88692882.0,ATM,Android,a,0.0,general,a,1.0,1.0,59.73097713225442,0 days 01:39:39,1.0,1.0,0.0,0.0,1.0,1.0,0.0,i
1968.0,female,C,1.0,1.0,1.0,1.0,0.0,0.0,0.0,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,a,11795084.0,10897202.0,0.0,1000000.0,1.0,1037557.0,1.0,20337183.0,7696931.0,166486.0,26780.0,-5510383.0,ATM,Others,a,0.0,general,b,0.0,1.0,128.42022925517676,0 days 01:57:11,1.0,1.0,0.0,0.0,1.0,1.0,0.0,i
